CASE #,Date of Occurance,Primary Description,Description,Beat,Ward,Year,Latitude,Longitude,Month
HT389841,7/10/2011,HOMICIDE,FIRST DEGREE MURDER,433,10,2011,41.65551786,-87.55152328,7
HT392319,7/12/2011,HOMICIDE,FIRST DEGREE MURDER,421,7,2011,41.75411591,-87.55033154,7
HT392495,7/11/2011,HOMICIDE,FIRST DEGREE MURDER,2221,21,2011,41.72928532,-87.66408754,7
HT391457,7/12/2011,HOMICIDE,FIRST DEGREE MURDER,726,15,2011,41.77207058,-87.67432181,7
HT393919,7/12/2011,HOMICIDE,FIRST DEGREE MURDER,522,34,2011,41.6768993,-87.63465459,7
HT381315,7/12/2011,HOMICIDE,FIRST DEGREE MURDER,1121,27,2011,41.89550508,-87.71174182,7
HT394073,7/12/2011,HOMICIDE,FIRST DEGREE MURDER,221,3,2011,41.81652679,-87.62389822,7
HT394384,7/13/2011,HOMICIDE,FIRST DEGREE MURDER,934,3,2011,41.80055697,-87.6331479,7
HT397255,7/14/2011,HOMICIDE,FIRST DEGREE MURDER,725,16,2011,41.7785155,-87.66175378,7
HT397607,7/14/2011,HOMICIDE,FIRST DEGREE MURDER,726,15,2011,41.77314449,-87.67495603,7
HT397884,7/15/2011,HOMICIDE,FIRST DEGREE MURDER,2221,21,2011,41.7284418,-87.6643857,7
HT398753,7/15/2011,HOMICIDE,FIRST DEGREE MURDER,422,7,2011,41.7512458,-87.56379764,7
HT399475,7/16/2011,HOMICIDE,FIRST DEGREE MURDER,1112,27,2011,41.89544569,-87.71803787,7
HT400684,7/16/2011,HOMICIDE,FIRST DEGREE MURDER,234,4,2011,41.79937327,-87.61609603,7
HT401066,7/18/2011,HOMICIDE,FIRST DEGREE MURDER,311,20,2011,41.78487669,-87.61897461,7
HT405221,7/19/2011,HOMICIDE,FIRST DEGREE MURDER,835,18,2011,41.73978926,-87.70017599,7
HT400981,7/21/2011,HOMICIDE,FIRST DEGREE MURDER,732,6,2011,41.76619634,-87.63595559,7
HT410365,7/22/2011,HOMICIDE,FIRST DEGREE MURDER,1711,39,2011,41.99037786,-87.70965726,7
HT411014,7/22/2011,HOMICIDE,FIRST DEGREE MURDER,321,20,2011,41.77665434,-87.61274904,7
HT412137,7/23/2011,HOMICIDE,FIRST DEGREE MURDER,1511,29,2011,41.90024426,-87.77079846,7
HT412284,7/24/2011,HOMICIDE,FIRST DEGREE MURDER,323,6,2011,41.76026417,-87.61342724,7
HT412757,7/24/2011,HOMICIDE,FIRST DEGREE MURDER,915,16,2011,41.80419646,-87.67214782,7
HT412497,7/24/2011,HOMICIDE,FIRST DEGREE MURDER,414,8,2011,41.74543649,-87.58294021,7
HT415667,7/25/2011,HOMICIDE,FIRST DEGREE MURDER,1324,27,2011,41.89558109,-87.66564152,7
HT415911,7/26/2011,HOMICIDE,FIRST DEGREE MURDER,724,17,2011,41.77325055,-87.65312032,7
HT411255,7/23/2011,HOMICIDE,FIRST DEGREE MURDER,822,14,2011,41.78722014,-87.70337263,7
HT419132,7/28/2011,HOMICIDE,FIRST DEGREE MURDER,1032,22,2011,41.83801641,-87.71339569,7
HT420854,7/29/2011,HOMICIDE,FIRST DEGREE MURDER,1112,27,2011,41.89542064,-87.72053941,7
HT420945,7/29/2011,HOMICIDE,FIRST DEGREE MURDER,624,6,2011,41.75129118,-87.60485675,7
HT421384,7/29/2011,HOMICIDE,FIRST DEGREE MURDER,832,18,2011,41.7640148,-87.68812042,7
HT421725,7/29/2011,HOMICIDE,FIRST DEGREE MURDER,631,6,2011,41.74507938,-87.60506256,7
HT421725,7/29/2011,HOMICIDE,FIRST DEGREE MURDER,631,6,2011,41.74507938,-87.60506256,7
HT422606,7/30/2011,HOMICIDE,FIRST DEGREE MURDER,835,18,2011,41.74618031,-87.70059325,7
HT422071,7/30/2011,HOMICIDE,FIRST DEGREE MURDER,1523,28,2011,41.88229365,-87.76125392,7
HT422830,7/30/2011,HOMICIDE,FIRST DEGREE MURDER,912,12,2011,41.8185661,-87.69013746,7
HT423529,7/30/2011,HOMICIDE,FIRST DEGREE MURDER,324,5,2011,41.76551045,-87.58243142,7
HT424089,7/31/2011,HOMICIDE,FIRST DEGREE MURDER,711,20,2011,41.78602777,-87.64250947,7
HT425376,7/31/2011,HOMICIDE,FIRST DEGREE MURDER,726,17,2011,41.76971165,-87.66880695,7
HT425909,8/1/2011,HOMICIDE,FIRST DEGREE MURDER,323,6,2011,41.76494959,-87.60920352,8
HT429302,8/3/2011,HOMICIDE,FIRST DEGREE MURDER,324,5,2011,41.7642726,-87.58198401,8
HT430123,8/3/2011,HOMICIDE,FIRST DEGREE MURDER,214,3,2011,41.81749936,-87.62630137,8
HT430821,8/4/2011,HOMICIDE,FIRST DEGREE MURDER,1324,1,2011,41.89333247,-87.66781723,8
HT431002,8/4/2011,HOMICIDE,FIRST DEGREE MURDER,523,9,2011,41.66208966,-87.6389904,8
HT432279,8/4/2011,HOMICIDE,FIRST DEGREE MURDER,2522,30,2011,41.91889427,-87.73500113,8
HT433812,8/6/2011,HOMICIDE,FIRST DEGREE MURDER,1122,27,2011,41.8917111,-87.72427701,8
HT435897,8/7/2011,HOMICIDE,FIRST DEGREE MURDER,832,17,2011,41.76764801,-87.68078933,8
HT435909,8/7/2011,HOMICIDE,FIRST DEGREE MURDER,2422,49,2011,42.02114059,-87.66912481,8
HT436147,8/7/2011,HOMICIDE,FIRST DEGREE MURDER,733,17,2011,41.75923734,-87.64790248,8
HT442065,8/10/2011,HOMICIDE,FIRST DEGREE MURDER,1012,24,2011,41.85833549,-87.72738365,8
HT442132,8/11/2011,HOMICIDE,FIRST DEGREE MURDER,312,20,2011,41.77842926,-87.61527723,8
HT442280,8/11/2011,HOMICIDE,FIRST DEGREE MURDER,431,7,2011,41.71531988,-87.56664372,8
HT442517,8/11/2011,HOMICIDE,FIRST DEGREE MURDER,422,7,2011,41.75183363,-87.558572,8
HT445546,8/13/2011,HOMICIDE,FIRST DEGREE MURDER,634,21,2011,41.73492784,-87.6319157,8
HT445656,8/13/2011,HOMICIDE,FIRST DEGREE MURDER,931,20,2011,41.80635776,-87.66247542,8
HT447447,8/14/2011,HOMICIDE,FIRST DEGREE MURDER,614,18,2011,41.74560928,-87.67180752,8
HT451630,8/16/2011,HOMICIDE,FIRST DEGREE MURDER,823,15,2011,41.77719745,-87.69978252,8
HT432177,8/9/2011,HOMICIDE,FIRST DEGREE MURDER,531,9,2011,41.68802585,-87.61566835,8
HT452951,8/17/2011,HOMICIDE,FIRST DEGREE MURDER,722,20,2011,41.77538651,-87.63047419,8
HT453153,8/17/2011,HOMICIDE,FIRST DEGREE MURDER,831,15,2011,41.77006798,-87.68896522,8
HT420373,8/5/2011,HOMICIDE,FIRST DEGREE MURDER,1022,24,2011,41.86298611,-87.70374916,8
HT458312,8/21/2011,HOMICIDE,FIRST DEGREE MURDER,914,12,2011,41.8132189,-87.66632154,8
HT458816,8/21/2011,HOMICIDE,FIRST DEGREE MURDER,1523,37,2011,41.89061311,-87.76048188,8
HT460745,8/22/2011,HOMICIDE,FIRST DEGREE MURDER,1532,28,2011,41.89022487,-87.75420507,8
HT462057,8/23/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.83783638,-87.72437344,8
HT464552,8/25/2011,HOMICIDE,FIRST DEGREE MURDER,731,6,2011,41.76729446,-87.62748338,8
HT465596,8/25/2011,HOMICIDE,FIRST DEGREE MURDER,1011,24,2011,41.86144066,-87.73603631,8
HT455244,8/25/2011,HOMICIDE,FIRST DEGREE MURDER,234,3,2011,41.7944608,-87.61694292,8
HT465093,8/25/2011,HOMICIDE,FIRST DEGREE MURDER,2313,46,2011,41.96394351,-87.64997427,8
HT469228,8/28/2011,HOMICIDE,FIRST DEGREE MURDER,734,17,2011,41.76321091,-87.65573717,8
HT469506,8/28/2011,HOMICIDE,FIRST DEGREE MURDER,1232,2,2011,41.86468877,-87.65249338,8
HT470465,8/28/2011,HOMICIDE,FIRST DEGREE MURDER,1913,46,2011,41.96298133,-87.65896708,8
HT469703,8/28/2011,HOMICIDE,FIRST DEGREE MURDER,234,3,2011,41.79599641,-87.6176336,8
HT474720,8/31/2011,HOMICIDE,FIRST DEGREE MURDER,1133,24,2011,41.87236237,-87.71317407,8
HS254127,5/29/2011,HOMICIDE,FIRST DEGREE MURDER,825,15,2011,41.78016465,-87.68854884,5
HT477011,9/2/2011,HOMICIDE,FIRST DEGREE MURDER,1135,28,2011,41.86648724,-87.69767182,9
HT477755,9/2/2011,HOMICIDE,FIRST DEGREE MURDER,2533,37,2011,41.90228515,-87.75244309,9
HT478600,9/2/2011,HOMICIDE,FIRST DEGREE MURDER,732,17,2011,41.76350377,-87.63634029,9
HT478932,9/3/2011,HOMICIDE,FIRST DEGREE MURDER,1524,37,2011,41.90218209,-87.76198374,9
HT478900,9/3/2011,HOMICIDE,FIRST DEGREE MURDER,1933,32,2011,41.92894795,-87.65716115,9
HT479527,9/3/2011,HOMICIDE,FIRST DEGREE MURDER,1124,28,2011,41.8783051,-87.69986073,9
HT479527,9/3/2011,HOMICIDE,FIRST DEGREE MURDER,1124,28,2011,41.8783051,-87.69986073,9
HT479688,9/3/2011,HOMICIDE,FIRST DEGREE MURDER,831,15,2011,41.77466409,-87.69327817,9
HT481682,9/4/2011,HOMICIDE,FIRST DEGREE MURDER,533,9,2011,41.65406901,-87.60588744,9
HT473739,9/4/2011,HOMICIDE,FIRST DEGREE MURDER,1114,28,2011,41.88457371,-87.73478897,9
HT482967,9/5/2011,HOMICIDE,FIRST DEGREE MURDER,1011,24,2011,41.86372982,-87.7324393,9
HT484349,9/6/2011,HOMICIDE,FIRST DEGREE MURDER,1022,24,2011,41.85660098,-87.70539021,9
HT484475,9/6/2011,HOMICIDE,FIRST DEGREE MURDER,323,6,2011,41.76314096,-87.62325137,9
HT487388,9/8/2011,HOMICIDE,FIRST DEGREE MURDER,1511,29,2011,41.89339328,-87.76661642,9
HT491143,9/11/2011,HOMICIDE,FIRST DEGREE MURDER,823,16,2011,41.78401192,-87.70084842,9
HT491143,9/11/2011,HOMICIDE,FIRST DEGREE MURDER,823,16,2011,41.78401192,-87.70084842,9
HT494057,9/12/2011,HOMICIDE,FIRST DEGREE MURDER,511,9,2011,41.70987698,-87.62597669,9
HT494625,9/13/2011,HOMICIDE,FIRST DEGREE MURDER,1422,26,2011,41.9100622,-87.71103852,9
HT495036,9/13/2011,HOMICIDE,FIRST DEGREE MURDER,311,20,2011,41.783432,-87.61570174,9
HT495239,9/13/2011,HOMICIDE,FIRST DEGREE MURDER,832,15,2011,41.772904,-87.68090469,9
HT495827,9/14/2011,HOMICIDE,FIRST DEGREE MURDER,1622,45,2011,41.97733949,-87.77227927,9
HT493229,9/14/2011,HOMICIDE,FIRST DEGREE MURDER,413,8,2011,41.72712592,-87.58791569,9
HT498787,9/15/2011,HOMICIDE,FIRST DEGREE MURDER,611,18,2011,41.75478612,-87.67083371,9
HT498844,9/15/2011,HOMICIDE,FIRST DEGREE MURDER,1713,33,2011,41.97086761,-87.70732131,9
HT500599,9/17/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.84368808,-87.72818248,9
HT501879,9/18/2011,HOMICIDE,FIRST DEGREE MURDER,1024,22,2011,41.84574802,-87.70751125,9
HT502057,9/18/2011,HOMICIDE,FIRST DEGREE MURDER,2534,37,2011,41.90442781,-87.72945333,9
HT502439,9/18/2011,HOMICIDE,FIRST DEGREE MURDER,832,18,2011,41.76223198,-87.68439594,9
HT504254,9/19/2011,HOMICIDE,FIRST DEGREE MURDER,714,15,2011,41.78581387,-87.67286474,9
HT504562,9/19/2011,HOMICIDE,FIRST DEGREE MURDER,311,20,2011,41.78519507,-87.61898207,9
HT508548,9/22/2011,HOMICIDE,FIRST DEGREE MURDER,1114,28,2011,41.8823108,-87.73552617,9
HT509760,9/22/2011,HOMICIDE,FIRST DEGREE MURDER,334,7,2011,41.76524878,-87.56649677,9
HT464142,9/23/2011,HOMICIDE,FIRST DEGREE MURDER,2533,37,2011,41.91317758,-87.75418133,9
HT514961,9/26/2011,HOMICIDE,FIRST DEGREE MURDER,222,4,2011,41.81064073,-87.60901193,9
HT513786,9/26/2011,HOMICIDE,FIRST DEGREE MURDER,1112,27,2011,41.89431457,-87.72360584,9
HT518983,9/28/2011,HOMICIDE,FIRST DEGREE MURDER,413,8,2011,41.72407881,-87.59329184,9
HT522383,10/1/2011,HOMICIDE,FIRST DEGREE MURDER,2515,37,2011,41.92119856,-87.76953783,10
HT523755,10/2/2011,HOMICIDE,FIRST DEGREE MURDER,632,6,2011,41.73765626,-87.61293601,10
HT524628,10/2/2011,HOMICIDE,FIRST DEGREE MURDER,2232,34,2011,41.71322497,-87.64907645,10
HT529517,10/6/2011,HOMICIDE,FIRST DEGREE MURDER,322,20,2011,41.77347751,-87.62394389,10
HT529591,10/6/2011,HOMICIDE,FIRST DEGREE MURDER,321,6,2011,41.77258884,-87.60819745,10
HT530884,10/6/2011,HOMICIDE,FIRST DEGREE MURDER,2532,37,2011,41.90938453,-87.76506427,10
HT531199,10/7/2011,HOMICIDE,FIRST DEGREE MURDER,624,8,2011,41.7504105,-87.60273387,10
HT532692,10/8/2011,HOMICIDE,FIRST DEGREE MURDER,1923,47,2011,41.95346269,-87.66902653,10
HT532844,10/8/2011,HOMICIDE,FIRST DEGREE MURDER,1132,24,2011,41.8749748,-87.72547505,10
HT532864,10/8/2011,HOMICIDE,FIRST DEGREE MURDER,2525,30,2011,41.92331478,-87.7255125,10
HT534990,10/9/2011,HOMICIDE,FIRST DEGREE MURDER,1723,33,2011,41.95566387,-87.71374579,10
HT537029,10/11/2011,HOMICIDE,FIRST DEGREE MURDER,1832,42,2011,41.89482493,-87.63178864,10
HT537113,10/11/2011,HOMICIDE,FIRST DEGREE MURDER,1623,45,2011,41.96975497,-87.7557725,10
HT541771,10/13/2011,HOMICIDE,FIRST DEGREE MURDER,323,6,2011,41.7653161,-87.61162598,10
HT544413,10/15/2011,HOMICIDE,FIRST DEGREE MURDER,331,5,2011,41.76629881,-87.57005088,10
HT544907,10/16/2011,HOMICIDE,FIRST DEGREE MURDER,832,15,2011,41.77325533,-87.68091579,10
HT535496,10/15/2011,HOMICIDE,FIRST DEGREE MURDER,2233,34,2011,41.69543901,-87.63403656,10
HT546981,10/17/2011,HOMICIDE,FIRST DEGREE MURDER,733,17,2011,41.76807228,-87.65176739,10
HT547805,10/18/2011,HOMICIDE,FIRST DEGREE MURDER,1732,30,2011,41.94337853,-87.7199738,10
HT549735,10/19/2011,HOMICIDE,FIRST DEGREE MURDER,1131,28,2011,41.87698808,-87.73363701,10
HT549836,10/19/2011,HOMICIDE,FIRST DEGREE MURDER,722,6,2011,41.77202271,-87.63871157,10
HT554458,10/22/2011,HOMICIDE,FIRST DEGREE MURDER,1024,24,2011,41.85267892,-87.71236219,10
HT555220,10/23/2011,HOMICIDE,FIRST DEGREE MURDER,2522,31,2011,41.91776749,-87.7534013,10
HT555401,10/23/2011,HOMICIDE,FIRST DEGREE MURDER,924,11,2011,41.83159136,-87.65221678,10
HT556478,10/23/2011,HOMICIDE,FIRST DEGREE MURDER,835,18,2011,41.75916201,-87.68310007,10
HT547395,10/21/2011,HOMICIDE,FIRST DEGREE MURDER,522,34,2011,41.67895423,-87.62514402,10
HT556697,10/24/2011,HOMICIDE,FIRST DEGREE MURDER,511,9,2011,41.71041877,-87.60898082,10
HT556930,10/24/2011,HOMICIDE,FIRST DEGREE MURDER,334,7,2011,41.76348127,-87.56647017,10
HT554970,10/24/2011,HOMICIDE,FIRST DEGREE MURDER,924,11,2011,41.83398041,-87.64008961,10
HT558544,10/25/2011,HOMICIDE,FIRST DEGREE MURDER,1533,28,2011,41.87728677,-87.75495347,10
HT558544,10/25/2011,HOMICIDE,FIRST DEGREE MURDER,1533,28,2011,41.87728677,-87.75495347,10
HT559744,10/25/2011,HOMICIDE,FIRST DEGREE MURDER,731,17,2011,41.76094863,-87.63089934,10
HT562072,10/27/2011,HOMICIDE,FIRST DEGREE MURDER,914,20,2011,41.80976395,-87.67108185,10
HT559589,10/27/2011,HOMICIDE,FIRST DEGREE MURDER,715,15,2011,41.79286124,-87.67670153,10
HT564486,10/28/2011,HOMICIDE,FIRST DEGREE MURDER,414,7,2011,41.75281274,-87.56625268,10
HT564834,10/29/2011,HOMICIDE,FIRST DEGREE MURDER,1014,24,2011,41.86002606,-87.72377383,10
HT566177,10/30/2011,HOMICIDE,FIRST DEGREE MURDER,624,8,2011,41.75135592,-87.59864796,10
HT566129,10/30/2011,HOMICIDE,FIRST DEGREE MURDER,2531,29,2011,41.91266128,-87.76619986,10
HT566945,10/30/2011,HOMICIDE,FIRST DEGREE MURDER,722,20,2011,41.77774075,-87.631761,10
HL290758,7/2/2011,HOMICIDE,FIRST DEGREE MURDER,713,16,2011,41.7897425,-87.66083355,7
HT567873,10/31/2011,HOMICIDE,FIRST DEGREE MURDER,824,16,2011,41.78625837,-87.70264137,10
HT568919,11/1/2011,HOMICIDE,FIRST DEGREE MURDER,914,12,2011,41.81677648,-87.68713988,11
HT569245,11/1/2011,HOMICIDE,FIRST DEGREE MURDER,334,7,2011,41.7590115,-87.56451854,11
HT572234,11/2/2011,HOMICIDE,FIRST DEGREE MURDER,533,9,2011,41.65913598,-87.60907274,11
HT572234,11/2/2011,HOMICIDE,FIRST DEGREE MURDER,533,9,2011,41.65913598,-87.60907274,11
HT572234,11/2/2011,HOMICIDE,FIRST DEGREE MURDER,533,9,2011,41.65913598,-87.60907274,11
HT563908,10/30/2011,HOMICIDE,FIRST DEGREE MURDER,823,15,2011,41.77900248,-87.70114695,10
HT572694,11/3/2011,HOMICIDE,FIRST DEGREE MURDER,2033,46,2011,41.97370973,-87.66812848,11
HT574573,11/4/2011,HOMICIDE,FIRST DEGREE MURDER,2223,21,2011,41.73359679,-87.63868243,11
HT575535,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,1022,24,2011,41.86418606,-87.70437984,11
HT576362,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,632,6,2011,41.73650833,-87.61412128,11
HT576362,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,632,6,2011,41.73650833,-87.61412128,11
HT575952,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,1523,28,2011,41.88644815,-87.76340197,11
HT578000,11/6/2011,HOMICIDE,FIRST DEGREE MURDER,914,3,2011,41.81177247,-87.66628886,11
HT575599,11/6/2011,HOMICIDE,FIRST DEGREE MURDER,1213,1,2011,41.9026746,-87.66747411,11
HT555570,11/6/2011,HOMICIDE,FIRST DEGREE MURDER,725,17,2011,41.77220633,-87.66315766,11
HT568219,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,735,17,2011,41.76390013,-87.67229412,11
HX173081,10/10/2011,HOMICIDE,FIRST DEGREE MURDER,2234,34,2011,41.69924367,-87.65713413,10
HT540276,12/15/2011,HOMICIDE,FIRST DEGREE MURDER,1224,27,2011,41.88166352,-87.65461567,12
HT645596,12/23/2011,HOMICIDE,RECKLESS HOMICIDE,2522,31,2011,41.91684926,-87.75253148,12
HT342775,6/11/2011,HOMICIDE,FIRST DEGREE MURDER,2534,37,2011,41.90438049,-87.73246604,6
HT199388,3/12/2011,HOMICIDE,FIRST DEGREE MURDER,1531,37,2011,41.89958275,-87.74717448,3
HT599971,11/24/2011,HOMICIDE,FIRST DEGREE MURDER,614,18,2011,41.73673658,-87.66794523,11
HT548795,10/18/2011,HOMICIDE,FIRST DEGREE MURDER,312,20,2011,41.77761598,-87.61556127,10
HT400137,7/16/2011,HOMICIDE,FIRST DEGREE MURDER,222,4,2011,41.80962711,-87.59805953,7
HT462951,8/24/2011,HOMICIDE,FIRST DEGREE MURDER,924,15,2011,41.81224853,-87.66133183,8
HT653740,12/30/2011,HOMICIDE,FIRST DEGREE MURDER,712,16,2011,41.7844383,-87.64976078,12
HT183026,2/28/2011,HOMICIDE,FIRST DEGREE MURDER,734,17,2011,41.75956433,-87.65583785,2
HT477936,9/2/2011,HOMICIDE,FIRST DEGREE MURDER,2221,19,2011,41.73251428,-87.67005145,9
HT502251,9/18/2011,HOMICIDE,FIRST DEGREE MURDER,824,16,2011,41.78742159,-87.69118222,9
HT515262,9/26/2011,HOMICIDE,FIRST DEGREE MURDER,313,20,2011,41.78571401,-87.61506395,9
HT397655,7/15/2011,HOMICIDE,FIRST DEGREE MURDER,711,20,2011,41.78993531,-87.64382428,7
HT157733,2/11/2011,HOMICIDE,FIRST DEGREE MURDER,624,6,2011,41.75117067,-87.61185408,2
HT100325,1/1/2011,HOMICIDE,FIRST DEGREE MURDER,2022,48,2011,41.98547391,-87.6586893,1
HT122016,1/16/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.84365146,-87.73061237,1
HT148238,2/5/2011,HOMICIDE,FIRST DEGREE MURDER,1114,28,2011,41.88362716,-87.72698315,2
HT646724,12/25/2011,HOMICIDE,FIRST DEGREE MURDER,1212,27,2011,41.8874436,-87.65102888,12
HT545017,10/30/2011,HOMICIDE,FIRST DEGREE MURDER,1532,28,2011,41.88646797,-87.75528933,10
HT576362,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,632,6,2011,41.73650833,-87.61412128,11
HT652264,12/29/2011,HOMICIDE,FIRST DEGREE MURDER,2531,29,2011,41.90245102,-87.77537816,12
HT242646,4/10/2011,HOMICIDE,FIRST DEGREE MURDER,914,12,2011,41.81114509,-87.68565586,4
HZ317472,6/21/2016,HOMICIDE,RECKLESS HOMICIDE,213,3,2016,41.81831501,-87.62550733,6
HZ337381,7/5/2016,HOMICIDE,RECKLESS HOMICIDE,922,12,2016,41.81327948,-87.69435751,7
HZ434091,9/14/2016,HOMICIDE,RECKLESS HOMICIDE,2521,31,2016,41.93677618,-87.74680461,9
HZ500417,11/3/2016,HOMICIDE,RECKLESS HOMICIDE,1431,1,2016,41.92841884,-87.6877673,11
HZ320805,6/24/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.87874168,-87.73627548,6
HZ100096,1/1/2016,HOMICIDE,FIRST DEGREE MURDER,221,4,2016,41.81069473,-87.61148731,1
HZ100342,1/1/2016,HOMICIDE,FIRST DEGREE MURDER,932,16,2016,41.79392493,-87.67363592,1
HZ101042,1/1/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.78250705,-87.64850168,1
HZ101842,1/3/2016,HOMICIDE,FIRST DEGREE MURDER,314,20,2016,41.78015549,-87.58645126,1
HZ103309,1/4/2016,HOMICIDE,FIRST DEGREE MURDER,1523,28,2016,41.88811975,-87.76513525,1
HZ104099,1/5/2016,HOMICIDE,FIRST DEGREE MURDER,1234,25,2016,41.85789152,-87.68090788,1
HZ105404,1/5/2016,HOMICIDE,FIRST DEGREE MURDER,922,12,2016,41.80961125,-87.69057918,1
HZ105412,1/5/2016,HOMICIDE,FIRST DEGREE MURDER,932,16,2016,41.79802107,-87.6753616,1
HZ105012,1/5/2016,HOMICIDE,FIRST DEGREE MURDER,411,5,2016,41.75653027,-87.59074578,1
HZ105012,1/5/2016,HOMICIDE,FIRST DEGREE MURDER,411,5,2016,41.75653027,-87.59074578,1
HY549519,1/6/2016,HOMICIDE,FIRST DEGREE MURDER,933,3,2016,41.80821268,-87.66009389,1
HZ106693,1/7/2016,HOMICIDE,FIRST DEGREE MURDER,634,21,2016,41.72450276,-87.62752701,1
HZ109055,1/8/2016,HOMICIDE,FIRST DEGREE MURDER,831,15,2016,41.77306261,-87.69201467,1
HZ109089,1/8/2016,HOMICIDE,FIRST DEGREE MURDER,2521,31,2016,41.9272992,-87.74016654,1
HZ109011,1/9/2016,HOMICIDE,FIRST DEGREE MURDER,1022,24,2016,41.86100894,-87.70551595,1
HZ109781,1/9/2016,HOMICIDE,FIRST DEGREE MURDER,934,20,2016,41.79926174,-87.64771818,1
HZ112330,1/11/2016,HOMICIDE,FIRST DEGREE MURDER,1531,28,2016,41.89361805,-87.75066315,1
HZ113821,1/13/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.88054347,-87.74134827,1
HZ114137,1/13/2016,HOMICIDE,FIRST DEGREE MURDER,431,10,2016,41.71882915,-87.54464303,1
HZ114222,1/13/2016,HOMICIDE,FIRST DEGREE MURDER,611,21,2016,41.74807424,-87.66337939,1
HZ115723,1/14/2016,HOMICIDE,FIRST DEGREE MURDER,1031,22,2016,41.84335768,-87.72330817,1
HZ115654,1/15/2016,HOMICIDE,FIRST DEGREE MURDER,1134,28,2016,41.87348974,-87.70100245,1
HZ117624,1/16/2016,HOMICIDE,FIRST DEGREE MURDER,2233,34,2016,41.69000321,-87.63505835,1
HZ117728,1/16/2016,HOMICIDE,FIRST DEGREE MURDER,814,23,2016,41.81027522,-87.7432245,1
HZ118285,1/16/2016,HOMICIDE,FIRST DEGREE MURDER,1724,33,2016,41.95390454,-87.70963799,1
HZ119091,1/17/2016,HOMICIDE,FIRST DEGREE MURDER,2534,30,2016,41.91612851,-87.73140792,1
HZ120293,1/19/2016,HOMICIDE,FIRST DEGREE MURDER,2424,49,2016,42.00553831,-87.68032502,1
HZ122514,1/20/2016,HOMICIDE,FIRST DEGREE MURDER,712,16,2016,41.79002675,-87.64626182,1
HZ123801,1/21/2016,HOMICIDE,FIRST DEGREE MURDER,1111,28,2016,41.89321932,-87.74244694,1
HZ123931,1/21/2016,HOMICIDE,FIRST DEGREE MURDER,2531,29,2016,41.91176246,-87.77036668,1
HZ123946,1/21/2016,HOMICIDE,FIRST DEGREE MURDER,931,20,2016,41.80800854,-87.66981614,1
HZ125364,1/23/2016,HOMICIDE,FIRST DEGREE MURDER,132,2,2016,41.85194955,-87.61899592,1
HZ125462,1/23/2016,HOMICIDE,FIRST DEGREE MURDER,1134,24,2016,41.87092034,-87.70938794,1
HZ126759,1/24/2016,HOMICIDE,FIRST DEGREE MURDER,1133,24,2016,41.87089484,-87.71177103,1
HZ126399,1/24/2016,HOMICIDE,FIRST DEGREE MURDER,511,6,2016,41.71931427,-87.61528737,1
HZ128452,1/25/2016,HOMICIDE,FIRST DEGREE MURDER,1031,22,2016,41.83766902,-87.72801533,1
HZ127802,1/25/2016,HOMICIDE,FIRST DEGREE MURDER,726,15,2016,41.77207432,-87.6740175,1
HZ128408,1/25/2016,HOMICIDE,FIRST DEGREE MURDER,511,8,2016,41.71188743,-87.59824787,1
HZ128731,1/25/2016,HOMICIDE,FIRST DEGREE MURDER,2232,34,2016,41.70083419,-87.64629298,1
HZ129324,1/26/2016,HOMICIDE,FIRST DEGREE MURDER,533,9,2016,41.65465775,-87.61046586,1
HZ129852,1/26/2016,HOMICIDE,FIRST DEGREE MURDER,1232,2,2016,41.86468877,-87.65249338,1
HZ129627,1/26/2016,HOMICIDE,FIRST DEGREE MURDER,1533,28,2016,41.88006231,-87.75354039,1
HT626172,1/26/2016,HOMICIDE,FIRST DEGREE MURDER,823,15,2016,41.78396023,-87.69596501,1
HZ130665,1/27/2016,HOMICIDE,FIRST DEGREE MURDER,1712,39,2016,41.96915443,-87.72194027,1
HZ131333,1/28/2016,HOMICIDE,FIRST DEGREE MURDER,133,2,2016,41.83902935,-87.62516167,1
HZ133462,1/29/2016,HOMICIDE,FIRST DEGREE MURDER,1531,37,2016,41.90226185,-87.75489343,1
HZ133792,1/30/2016,HOMICIDE,FIRST DEGREE MURDER,713,16,2016,41.78621555,-87.66074208,1
HZ133857,1/30/2016,HOMICIDE,FIRST DEGREE MURDER,1113,28,2016,41.88189284,-87.7385376,1
HZ134864,1/30/2016,HOMICIDE,FIRST DEGREE MURDER,1112,27,2016,41.90180757,-87.72383577,1
HZ126483,1/29/2016,HOMICIDE,FIRST DEGREE MURDER,2431,49,2016,42.00593728,-87.66101923,1
